bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_packets,src2dst_bytes,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_min_piat_ms,bidirectional_max_piat_ms,bidirectional_syn_packets,bidirectional_ack_packets,bidirectional_rst_packets,bidirectional_fin_packets,bidirectional_psh_packets
11925.0,13,2429,7.8,1457.3999999999999,5.2,971.6,93.425,186.85,37.37,280.275,917.3076923076923,275.1923076923077,0.1,11925.0,1,12,0,1,6
1.0,2,300,1.2,180.0,0.8,120.0,75.0,150.0,30.0,225.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,430,1.2,258.0,0.8,172.0,107.5,215.0,43.0,322.5,0.5,0.15,0.1,1.0,0,1,0,0,1
10787.0,19,6422,11.4,3853.2,7.6000000000000005,2568.8,169.0,338.0,67.60000000000001,507.0,567.7368421052631,170.32105263157894,0.1,10787.0,1,18,0,1,9
1.0,1,127,0.6,76.2,0.4,50.800000000000004,63.5,127.0,25.400000000000002,190.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,154,0.6,92.39999999999999,0.4,61.6,77.0,154.0,30.8,231.0,1.0,0.3,0.1,1.0,0,0,0,0,0
3.0,2,256,1.2,153.6,0.8,102.4,64.0,128.0,25.6,192.0,1.5,0.44999999999999996,0.1,3.0,0,1,0,0,1
8.0,2,568,1.2,340.8,0.8,227.20000000000002,142.0,284.0,56.800000000000004,426.0,4.0,1.2,0.1,8.0,0,1,0,0,1
1.0,1,134,0.6,80.39999999999999,0.4,53.6,67.0,134.0,26.8,201.0,1.0,0.3,0.1,1.0,0,0,0,0,0
2.0,2,188,1.2,112.8,0.8,75.2,47.0,94.0,18.8,141.0,1.0,0.3,0.1,2.0,0,1,0,0,1
4.0,2,386,1.2,231.6,0.8,154.4,96.5,193.0,38.6,289.5,2.0,0.6,0.1,4.0,0,1,0,0,1
10280.0,15,2869,9.0,1721.3999999999999,6.0,1147.6000000000001,95.635,191.27,38.254000000000005,286.90500000000003,685.3333333333334,205.6,0.1,10280.0,1,14,0,1,7
1.0,2,586,1.2,351.59999999999997,0.8,234.4,146.5,293.0,58.6,439.5,0.5,0.15,0.1,1.0,0,1,0,0,1
6912.0,13,2749,7.8,1649.3999999999999,5.2,1099.6000000000001,105.73,211.46,42.292,317.19,531.6923076923077,159.5076923076923,0.1,6912.0,1,12,0,1,6
1.0,1,278,0.6,166.79999999999998,0.4,111.2,139.0,278.0,55.6,417.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,213,0.6,127.8,0.4,85.2,106.5,213.0,42.6,319.5,1.0,0.3,0.1,1.0,0,0,0,0,0
4225.0,2,434,1.2,260.4,0.8,173.60000000000002,108.5,217.0,43.400000000000006,325.5,2112.5,633.75,0.1,4225.0,0,1,0,0,1
1.0,2,430,1.2,258.0,0.8,172.0,107.5,215.0,43.0,322.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,500,1.2,300.0,0.8,200.0,125.0,250.0,50.0,375.0,0.5,0.15,0.1,1.0,0,1,0,0,1
4475.0,2,194,1.2,116.39999999999999,0.8,77.60000000000001,48.5,97.0,19.400000000000002,145.5,2237.5,671.25,0.1,4475.0,0,1,0,0,1
1.0,2,198,1.2,118.8,0.8,79.2,49.5,99.0,19.8,148.5,0.5,0.15,0.1,1.0,0,1,0,0,1
4728.0,2,212,1.2,127.19999999999999,0.8,84.80000000000001,53.0,106.0,21.200000000000003,159.0,2364.0,709.1999999999999,0.1,4728.0,0,1,0,0,1
4757.0,2,212,1.2,127.19999999999999,0.8,84.80000000000001,53.0,106.0,21.200000000000003,159.0,2378.5,713.55,0.1,4757.0,0,1,0,0,1
1.0,2,220,1.2,132.0,0.8,88.0,55.0,110.0,22.0,165.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,100,0.6,60.0,0.4,40.0,50.0,100.0,20.0,150.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,194,1.2,116.39999999999999,0.8,77.60000000000001,48.5,97.0,19.400000000000002,145.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,129,0.6,77.39999999999999,0.4,51.6,64.5,129.0,25.8,193.5,1.0,0.3,0.1,1.0,0,0,0,0,0
3.0,2,352,1.2,211.2,0.8,140.8,88.0,176.0,35.2,264.0,1.5,0.44999999999999996,0.1,3.0,0,1,0,0,1
1.0,2,200,1.2,120.0,0.8,80.0,50.0,100.0,20.0,150.0,0.5,0.15,0.1,1.0,0,1,0,0,1
21733.0,23,6690,13.799999999999999,4014.0,9.200000000000001,2676.0,145.435,290.87,58.17400000000001,436.305,944.9130434782609,283.47391304347826,0.1,21733.0,1,22,0,1,11
18756.0,19,5060,11.4,3036.0,7.6000000000000005,2024.0,133.16,266.32,53.264,399.48,987.1578947368421,296.1473684210526,0.1,18756.0,1,18,0,1,9
9050.0,10,2334,6.0,1400.3999999999999,4.0,933.6,116.7,233.4,46.68000000000001,350.1,905.0,271.5,0.1,9050.0,1,9,0,1,5
16984.0,17,4928,10.2,2956.7999999999997,6.800000000000001,1971.2,144.94,289.88,57.976,434.82,999.0588235294117,299.7176470588235,0.1,16984.0,1,16,0,1,8
14049.0,16,4862,9.6,2917.2,6.4,1944.8000000000002,151.94,303.88,60.776,455.82,878.0625,263.41875,0.1,14049.0,1,15,0,1,8
7232.0,3,798,1.7999999999999998,478.79999999999995,1.2000000000000002,319.20000000000005,133.0,266.0,53.2,399.0,2410.6666666666665,723.1999999999999,0.1,7232.0,0,2,0,0,1
9593.0,3,321,1.7999999999999998,192.6,1.2000000000000002,128.4,53.5,107.0,21.400000000000002,160.5,3197.6666666666665,959.3,0.1,9593.0,0,2,0,0,1
1.0,2,200,1.2,120.0,0.8,80.0,50.0,100.0,20.0,150.0,0.5,0.15,0.1,1.0,0,1,0,0,1
2772.0,12,3392,7.199999999999999,2035.1999999999998,4.800000000000001,1356.8000000000002,141.335,282.67,56.534000000000006,424.005,231.0,69.3,0.1,2772.0,1,11,0,1,6
3213.0,11,3972,6.6,2383.2,4.4,1588.8000000000002,180.545,361.09,72.218,541.635,292.09090909090907,87.62727272727271,0.1,3213.0,1,10,0,1,5
10782.0,29,3929,17.4,2357.4,11.600000000000001,1571.6000000000001,67.74,135.48,27.096,203.21999999999997,371.7931034482759,111.53793103448275,0.1,10782.0,1,28,0,1,14
5381.0,14,3492,8.4,2095.2,5.6000000000000005,1396.8000000000002,124.715,249.43,49.886,374.145,384.35714285714283,115.30714285714285,0.1,5381.0,1,13,0,1,7
5068.0,12,2671,7.199999999999999,1602.6,4.800000000000001,1068.4,111.29,222.58,44.516000000000005,333.87,422.3333333333333,126.69999999999999,0.1,5068.0,1,11,0,1,6
10704.0,16,3051,9.6,1830.6,6.4,1220.4,95.345,190.69,38.138,286.03499999999997,669.0,200.7,0.1,10704.0,1,15,0,1,8
10438.0,17,8465,10.2,5079.0,6.800000000000001,3386.0,248.97,497.94,99.58800000000001,746.91,614.0,184.2,0.1,10438.0,1,16,0,1,8
11011.0,19,3213,11.4,1927.8,7.6000000000000005,1285.2,84.555,169.11,33.822,253.66500000000002,579.5263157894736,173.8578947368421,0.1,11011.0,1,18,0,1,9
11477.0,19,3213,11.4,1927.8,7.6000000000000005,1285.2,84.555,169.11,33.822,253.66500000000002,604.0526315789474,181.21578947368423,0.1,11477.0,1,18,0,1,9
11551.0,19,3213,11.4,1927.8,7.6000000000000005,1285.2,84.555,169.11,33.822,253.66500000000002,607.9473684210526,182.38421052631577,0.1,11551.0,1,18,0,1,9
1936.0,2,318,1.2,190.79999999999998,0.8,127.2,79.5,159.0,31.8,238.5,968.0,290.4,0.1,1936.0,0,1,0,0,1
11935.0,16,3051,9.6,1830.6,6.4,1220.4,95.345,190.69,38.138,286.03499999999997,745.9375,223.78125,0.1,11935.0,1,15,0,1,8
1.0,2,586,1.2,351.59999999999997,0.8,234.4,146.5,293.0,58.6,439.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,430,1.2,258.0,0.8,172.0,107.5,215.0,43.0,322.5,0.5,0.15,0.1,1.0,0,1,0,0,1
4292.0,2,500,1.2,300.0,0.8,200.0,125.0,250.0,50.0,375.0,2146.0,643.8,0.1,4292.0,0,1,0,0,1
1.0,2,194,1.2,116.39999999999999,0.8,77.60000000000001,48.5,97.0,19.400000000000002,145.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,100,0.6,60.0,0.4,40.0,50.0,100.0,20.0,150.0,1.0,0.3,0.1,1.0,0,0,0,0,0
19511.0,33,4433,19.8,2659.7999999999997,13.200000000000001,1773.2,67.165,134.33,26.866000000000003,201.495,591.2424242424242,177.37272727272727,0.1,19511.0,1,32,0,1,16
4831.0,17,3176,10.2,1905.6,6.800000000000001,1270.4,93.41,186.82,37.364,280.23,284.1764705882353,85.25294117647059,0.1,4831.0,1,16,0,1,8
4976.0,17,3165,10.2,1899.0,6.800000000000001,1266.0,93.09,186.18,37.236000000000004,279.27,292.70588235294116,87.81176470588234,0.1,4976.0,1,16,0,1,8
4796.0,13,7177,7.8,4306.2,5.2,2870.8,276.04,552.08,110.41600000000001,828.1200000000001,368.9230769230769,110.67692307692307,0.1,4796.0,1,12,0,1,6
5086.0,17,3165,10.2,1899.0,6.800000000000001,1266.0,93.09,186.18,37.236000000000004,279.27,299.1764705882353,89.75294117647059,0.1,5086.0,1,16,0,1,8
5184.0,18,3230,10.799999999999999,1938.0,7.2,1292.0,89.72,179.44,35.888,269.15999999999997,288.0,86.39999999999999,0.1,5184.0,1,17,0,1,9
5222.0,16,2992,9.6,1795.2,6.4,1196.8,93.5,187.0,37.4,280.5,326.375,97.9125,0.1,5222.0,1,15,0,1,8
4987.0,14,7609,8.4,4565.4,5.6000000000000005,3043.6000000000004,271.75,543.5,108.7,815.25,356.2142857142857,106.86428571428571,0.1,4987.0,1,13,0,1,7
5054.0,15,7677,9.0,4606.2,6.0,3070.8,255.9,511.8,102.36000000000001,767.7,336.93333333333334,101.08,0.1,5054.0,1,14,0,1,7
5129.0,15,7297,9.0,4378.2,6.0,2918.8,243.235,486.47,97.29400000000001,729.705,341.93333333333334,102.58,0.1,5129.0,1,14,0,1,7
5231.0,15,7785,9.0,4671.0,6.0,3114.0,259.5,519.0,103.80000000000001,778.5,348.73333333333335,104.62,0.1,5231.0,1,14,0,1,7
5687.0,16,3034,9.6,1820.3999999999999,6.4,1213.6000000000001,94.81,189.62,37.924,284.43,355.4375,106.63125,0.1,5687.0,1,15,0,1,8
5669.0,15,9115,9.0,5469.0,6.0,3646.0,303.835,607.67,121.53399999999999,911.5049999999999,377.93333333333334,113.38,0.1,5669.0,1,14,0,1,7
7177.0,35,4673,21.0,2803.7999999999997,14.0,1869.2,66.755,133.51,26.701999999999998,200.265,205.05714285714285,61.51714285714285,0.1,7177.0,1,34,0,1,17
7115.0,16,3033,9.6,1819.8,6.4,1213.2,94.78,189.56,37.912,284.34000000000003,444.6875,133.40625,0.1,7115.0,1,15,0,1,8
7228.0,17,3197,10.2,1918.1999999999998,6.800000000000001,1278.8000000000002,94.03,188.06,37.612,282.09000000000003,425.1764705882353,127.55294117647058,0.1,7228.0,1,16,0,1,8
7079.0,14,9009,8.4,5405.4,5.6000000000000005,3603.6000000000004,321.75,643.5,128.70000000000002,965.25,505.64285714285717,151.69285714285715,0.1,7079.0,1,13,0,1,7
7500.0,18,3251,10.799999999999999,1950.6,7.2,1300.4,90.305,180.61,36.12200000000001,270.915,416.6666666666667,125.0,0.1,7500.0,1,17,0,1,9
7220.0,16,9203,9.6,5521.8,6.4,3681.2000000000003,287.595,575.19,115.03800000000001,862.7850000000001,451.25,135.375,0.1,7220.0,1,15,0,1,8
7457.0,16,9203,9.6,5521.8,6.4,3681.2000000000003,287.595,575.19,115.03800000000001,862.7850000000001,466.0625,139.81875,0.1,7457.0,1,15,0,1,8
7831.0,24,3513,14.399999999999999,2107.7999999999997,9.600000000000001,1405.2,73.19,146.38,29.276,219.57,326.2916666666667,97.8875,0.1,7831.0,1,23,0,1,12
7638.0,11,1809,6.6,1085.3999999999999,4.4,723.6,82.225,164.45,32.89,246.67499999999998,694.3636363636364,208.3090909090909,0.1,7638.0,1,10,0,1,5
8224.0,13,3548,7.8,2128.7999999999997,5.2,1419.2,136.46,272.92,54.584,409.38,632.6153846153846,189.7846153846154,0.1,8224.0,1,12,0,1,6
7815.0,25,3567,15.0,2140.2,10.0,1426.8000000000002,71.34,142.68,28.536,214.02,312.6,93.78,0.1,7815.0,1,24,0,1,12
7690.0,15,1705,9.0,1023.0,6.0,682.0,56.835,113.67,22.734,170.505,512.6666666666666,153.79999999999998,0.1,7690.0,1,14,0,1,7
7684.0,13,5501,7.8,3300.6,5.2,2200.4,211.575,423.15,84.63,634.7249999999999,591.0769230769231,177.3230769230769,0.1,7684.0,1,12,0,1,6
2358.0,2,212,1.2,127.19999999999999,0.8,84.80000000000001,53.0,106.0,21.200000000000003,159.0,1179.0,353.7,0.1,2358.0,0,1,0,0,1
3842.0,12,4593,7.199999999999999,2755.7999999999997,4.800000000000001,1837.2,191.375,382.75,76.55,574.125,320.1666666666667,96.05,0.1,3842.0,1,11,0,1,6
1.0,2,200,1.2,120.0,0.8,80.0,50.0,100.0,20.0,150.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,132,0.6,79.2,0.4,52.800000000000004,66.0,132.0,26.400000000000002,198.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,135,0.6,81.0,0.4,54.0,67.5,135.0,27.0,202.5,1.0,0.3,0.1,1.0,0,0,0,0,0
11778.0,29,3926,17.4,2355.6,11.600000000000001,1570.4,67.69,135.38,27.076,203.07,406.13793103448273,121.84137931034482,0.1,11778.0,1,28,0,1,14
5879.0,3,989,1.7999999999999998,593.4,1.2000000000000002,395.6,164.835,329.67,65.93400000000001,494.505,1959.6666666666667,587.9,0.1,5879.0,0,2,0,0,1
5844.0,3,336,1.7999999999999998,201.6,1.2000000000000002,134.4,56.0,112.0,22.400000000000002,168.0,1948.0,584.4,0.1,5844.0,0,2,0,0,1
1.0,2,194,1.2,116.39999999999999,0.8,77.60000000000001,48.5,97.0,19.400000000000002,145.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,104,0.6,62.4,0.4,41.6,52.0,104.0,20.8,156.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,138,0.6,82.8,0.4,55.2,69.0,138.0,27.6,207.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,125,0.6,75.0,0.4,50.0,62.5,125.0,25.0,187.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,111,0.6,66.6,0.4,44.400000000000006,55.5,111.0,22.200000000000003,166.5,1.0,0.3,0.1,1.0,0,0,0,0,0
11169.0,20,5051,12.0,3030.6,8.0,2020.4,126.275,252.55,50.510000000000005,378.82500000000005,558.45,167.535,0.1,11169.0,1,19,0,1,10
10773.0,19,4161,11.4,2496.6,7.6000000000000005,1664.4,109.5,219.0,43.800000000000004,328.5,567.0,170.1,0.1,10773.0,1,18,0,1,9
10963.0,17,4890,10.2,2934.0,6.800000000000001,1956.0,143.825,287.65,57.53,431.47499999999997,644.8823529411765,193.46470588235294,0.1,10963.0,1,16,0,1,8
9913.0,19,5861,11.4,3516.6,7.6000000000000005,2344.4,154.235,308.47,61.69400000000001,462.70500000000004,521.7368421052631,156.52105263157893,0.1,9913.0,1,18,0,1,9
1.0,1,163,0.6,97.8,0.4,65.2,81.5,163.0,32.6,244.5,1.0,0.3,0.1,1.0,0,0,0,0,0
10710.0,13,2855,7.8,1713.0,5.2,1142.0,109.81,219.62,43.92400000000001,329.43,823.8461538461538,247.15384615384613,0.1,10710.0,1,12,0,1,6
10631.0,12,2779,7.199999999999999,1667.3999999999999,4.800000000000001,1111.6000000000001,115.79,231.58,46.316,347.37,885.9166666666666,265.775,0.1,10631.0,1,11,0,1,6
11022.0,14,2887,8.4,1732.2,5.6000000000000005,1154.8,103.105,206.21,41.242000000000004,309.315,787.2857142857143,236.18571428571428,0.1,11022.0,1,13,0,1,7
16312.999999999998,14,2873,8.4,1723.8,5.6000000000000005,1149.2,102.605,205.21,41.042,307.815,1165.2142857142856,349.56428571428563,0.1,16312.999999999998,1,13,0,1,7
16325.0,16,3323,9.6,1993.8,6.4,1329.2,103.845,207.69,41.538000000000004,311.53499999999997,1020.3125,306.09375,0.1,16325.0,1,15,0,1,8
16286.999999999998,14,2895,8.4,1737.0,5.6000000000000005,1158.0,103.395,206.79,41.358000000000004,310.185,1163.3571428571427,349.0071428571428,0.1,16286.999999999998,1,13,0,1,7
16910.0,12,3641,7.199999999999999,2184.6,4.800000000000001,1456.4,151.71,303.42,60.684000000000005,455.13,1409.1666666666667,422.75,0.1,16910.0,1,11,0,1,6
16779.0,12,3282,7.199999999999999,1969.1999999999998,4.800000000000001,1312.8000000000002,136.75,273.5,54.7,410.25,1398.25,419.47499999999997,0.1,16779.0,1,11,0,1,6
1.0,2,200,1.2,120.0,0.8,80.0,50.0,100.0,20.0,150.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,318,1.2,190.79999999999998,0.8,127.2,79.5,159.0,31.8,238.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,212,1.2,127.19999999999999,0.8,84.80000000000001,53.0,106.0,21.200000000000003,159.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,99,0.6,59.4,0.4,39.6,49.5,99.0,19.8,148.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,500,1.2,300.0,0.8,200.0,125.0,250.0,50.0,375.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,202,1.2,121.19999999999999,0.8,80.80000000000001,50.5,101.0,20.200000000000003,151.5,0.5,0.15,0.1,1.0,0,1,0,0,1
5871.0,15,2940,9.0,1764.0,6.0,1176.0,98.0,196.0,39.2,294.0,391.4,117.41999999999999,0.1,5871.0,1,14,0,1,7
1.0,1,204,0.6,122.39999999999999,0.4,81.60000000000001,102.0,204.0,40.800000000000004,306.0,1.0,0.3,0.1,1.0,0,0,0,0,0
3.0,2,350,1.2,210.0,0.8,140.0,87.5,175.0,35.0,262.5,1.5,0.44999999999999996,0.1,3.0,0,1,0,0,1
1.0,2,196,1.2,117.6,0.8,78.4,49.0,98.0,19.6,147.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,284,1.2,170.4,0.8,113.60000000000001,71.0,142.0,28.400000000000002,213.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,153,0.6,91.8,0.4,61.2,76.5,153.0,30.6,229.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,248,1.2,148.79999999999998,0.8,99.2,62.0,124.0,24.8,186.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,141,0.6,84.6,0.4,56.400000000000006,70.5,141.0,28.200000000000003,211.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,163,0.6,97.8,0.4,65.2,81.5,163.0,32.6,244.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,143,0.6,85.8,0.4,57.2,71.5,143.0,28.6,214.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,136,0.6,81.6,0.4,54.400000000000006,68.0,136.0,27.200000000000003,204.0,1.0,0.3,0.1,1.0,0,0,0,0,0
5609.0,14,8354,8.4,5012.4,5.6000000000000005,3341.6000000000004,298.355,596.71,119.34200000000001,895.065,400.64285714285717,120.19285714285715,0.1,5609.0,1,13,0,1,7
5499.0,19,3791,11.4,2274.6,7.6000000000000005,1516.4,99.765,199.53,39.906000000000006,299.295,289.42105263157896,86.82631578947368,0.1,5499.0,1,18,0,1,9
8818.0,15,3038,9.0,1822.8,6.0,1215.2,101.265,202.53,40.506,303.795,587.8666666666667,176.35999999999999,0.1,8818.0,1,14,0,1,7
1.0,1,191,0.6,114.6,0.4,76.4,95.5,191.0,38.2,286.5,1.0,0.3,0.1,1.0,0,0,0,0,0
9548.0,34,4641,20.4,2784.6,13.600000000000001,1856.4,68.25,136.5,27.3,204.75,280.8235294117647,84.2470588235294,0.1,9548.0,1,33,0,1,17
8493.0,12,6044,7.199999999999999,3626.4,4.800000000000001,2417.6,251.835,503.67,100.73400000000001,755.505,707.75,212.325,0.1,8493.0,1,11,0,1,6
9714.0,23,2523,13.799999999999999,1513.8,9.200000000000001,1009.2,54.85,109.7,21.94,164.55,422.3478260869565,126.70434782608694,0.1,9714.0,1,22,0,1,11
618.0,4,448,2.4,268.8,1.6,179.20000000000002,56.0,112.0,22.400000000000002,168.0,154.5,46.35,0.1,618.0,0,3,0,0,2
1.0,1,220,0.6,132.0,0.4,88.0,110.0,220.0,44.0,330.0,1.0,0.3,0.1,1.0,0,0,0,0,0
3808.0,2,238,1.2,142.79999999999998,0.8,95.2,59.5,119.0,23.8,178.5,1904.0,571.1999999999999,0.1,3808.0,0,1,0,0,1
1.0,1,107,0.6,64.2,0.4,42.800000000000004,53.5,107.0,21.400000000000002,160.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,131,0.6,78.6,0.4,52.400000000000006,65.5,131.0,26.200000000000003,196.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,500,1.2,300.0,0.8,200.0,125.0,250.0,50.0,375.0,0.5,0.15,0.1,1.0,0,1,0,0,1
3320.0,2,194,1.2,116.39999999999999,0.8,77.60000000000001,48.5,97.0,19.400000000000002,145.5,1660.0,498.0,0.1,3320.0,0,1,0,0,1
1.0,2,586,1.2,351.59999999999997,0.8,234.4,146.5,293.0,58.6,439.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,194,1.2,116.39999999999999,0.8,77.60000000000001,48.5,97.0,19.400000000000002,145.5,0.5,0.15,0.1,1.0,0,1,0,0,1
8111.000000000001,4,357,2.4,214.2,1.6,142.8,44.625,89.25,17.85,133.875,2027.7500000000002,608.325,0.1,8111.000000000001,1,3,0,1,2
17355.0,16,2970,9.6,1782.0,6.4,1188.0,92.81,185.62,37.124,278.43,1084.6875,325.40625,0.1,17355.0,1,15,0,1,8
7200.0,3,303,1.7999999999999998,181.79999999999998,1.2000000000000002,121.2,50.5,101.0,20.200000000000003,151.5,2400.0,720.0,0.1,7200.0,0,2,0,0,1
1.0,1,114,0.6,68.39999999999999,0.4,45.6,57.0,114.0,22.8,171.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,105,0.6,63.0,0.4,42.0,52.5,105.0,21.0,157.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,117,0.6,70.2,0.4,46.800000000000004,58.5,117.0,23.400000000000002,175.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,200,1.2,120.0,0.8,80.0,50.0,100.0,20.0,150.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,220,1.2,132.0,0.8,88.0,55.0,110.0,22.0,165.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,193,0.6,115.8,0.4,77.2,96.5,193.0,38.6,289.5,1.0,0.3,0.1,1.0,0,0,0,0,0
51.0,2,268,1.2,160.79999999999998,0.8,107.2,67.0,134.0,26.8,201.0,25.5,7.6499999999999995,0.1,51.0,0,1,0,0,1
1.0,2,206,1.2,123.6,0.8,82.4,51.5,103.0,20.6,154.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,132,0.6,79.2,0.4,52.800000000000004,66.0,132.0,26.400000000000002,198.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,194,1.2,116.39999999999999,0.8,77.60000000000001,48.5,97.0,19.400000000000002,145.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,2,212,1.2,127.19999999999999,0.8,84.80000000000001,53.0,106.0,21.200000000000003,159.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,170,0.6,102.0,0.4,68.0,85.0,170.0,34.0,255.0,1.0,0.3,0.1,1.0,0,0,0,0,0
8069.000000000001,4,357,2.4,214.2,1.6,142.8,44.625,89.25,17.85,133.875,2017.2500000000002,605.1750000000001,0.1,8069.000000000001,1,3,0,1,2
5028.0,3,351,1.7999999999999998,210.6,1.2000000000000002,140.4,58.5,117.0,23.400000000000002,175.5,1676.0,502.79999999999995,0.1,5028.0,1,2,0,1,1
10010.0,4,380,2.4,228.0,1.6,152.0,47.5,95.0,19.0,142.5,2502.5,750.75,0.1,10010.0,0,3,0,0,2
405.0,2,194,1.2,116.39999999999999,0.8,77.60000000000001,48.5,97.0,19.400000000000002,145.5,202.5,60.75,0.1,405.0,0,1,0,0,1
1.0,1,98,0.6,58.8,0.4,39.2,49.0,98.0,19.6,147.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,98,0.6,58.8,0.4,39.2,49.0,98.0,19.6,147.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,130,0.6,78.0,0.4,52.0,65.0,130.0,26.0,195.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,130,0.6,78.0,0.4,52.0,65.0,130.0,26.0,195.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,98,0.6,58.8,0.4,39.2,49.0,98.0,19.6,147.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,190,1.2,114.0,0.8,76.0,47.5,95.0,19.0,142.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,152,0.6,91.2,0.4,60.800000000000004,76.0,152.0,30.400000000000002,228.0,1.0,0.3,0.1,1.0,0,0,0,0,0
238.0,2,234,1.2,140.4,0.8,93.60000000000001,58.5,117.0,23.400000000000002,175.5,119.0,35.699999999999996,0.1,238.0,0,1,0,0,1
239.0,2,234,1.2,140.4,0.8,93.60000000000001,58.5,117.0,23.400000000000002,175.5,119.5,35.85,0.1,239.0,0,1,0,0,1
1.0,1,163,0.6,97.8,0.4,65.2,81.5,163.0,32.6,244.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,586,1.2,351.59999999999997,0.8,234.4,146.5,293.0,58.6,439.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,154,0.6,92.39999999999999,0.4,61.6,77.0,154.0,30.8,231.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,187,0.6,112.2,0.4,74.8,93.5,187.0,37.4,280.5,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,500,1.2,300.0,0.8,200.0,125.0,250.0,50.0,375.0,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,112,0.6,67.2,0.4,44.800000000000004,56.0,112.0,22.400000000000002,168.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,136,0.6,81.6,0.4,54.400000000000006,68.0,136.0,27.200000000000003,204.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,2,194,1.2,116.39999999999999,0.8,77.60000000000001,48.5,97.0,19.400000000000002,145.5,0.5,0.15,0.1,1.0,0,1,0,0,1
1.0,1,94,0.6,56.4,0.4,37.6,47.0,94.0,18.8,141.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,94,0.6,56.4,0.4,37.6,47.0,94.0,18.8,141.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,106,0.6,63.599999999999994,0.4,42.400000000000006,53.0,106.0,21.200000000000003,159.0,1.0,0.3,0.1,1.0,0,0,0,0,0
1.0,1,104,0.6,62.4,0.4,41.6,52.0,104.0,20.8,156.0,1.0,0.3,0.1,1.0,0,0,0,0,0
